show_id,type_show,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description_show
3162,TV series,Away From Home,Robbie Countryman,"Li Yongzhen,Wang Wei,Wen Shaoping,Zhang Shunyuan,Zhuang Kebi",Indefinido,2019-05-08,2015,TV-PG,1 seasons,"International TV Shows, TV Dramas",A high-achieving 11-year-old student embarks on a journey of self-discovery at a school on a nearby island as he grapples with tensions at home.
3163,TV series,Bibik-Bibikku,Trey Edward Shults,"Bell Ngasri,Fasha Sandha,Ungku Ismail,Wan Sharmila",Indefinido,2019-05-08,2016,TV-PG,1 seasons,"International TV Shows, TV Comedies","When a busy mother and father realize they need help with their two young children, they hire a series of maids, often with humorous results."
3164,TV series,Cinta 100KG,Sujeeth,"Fezrul Khan,Ruzana Ibrahim,Sharifah Amani,Sherry Alhadad,Ungku Hariz",Indefinido,2019-05-08,2016,TV-14,1 seasons,"International TV Shows, Romantic TV Shows, TV Dramas","Two female friends, each with confidence issues, help each other search for true love and deal with their romantic rivals."
3165,TV series,Cinta Iris,Alexandre Avancini,"Nazim Othman,Raja Ilya,Tunku Hanis,Ungku Ismail,Zain Hamid",Indefinido,2019-05-08,2015,TV-PG,1 seasons,"International TV Shows, Romantic TV Shows, TV Dramas","Dedicated engineering student Iris succumbs to love and marries, but fate holds both tragedies and triumphs for her personal and professional life."
3166,TV series,Cinta Si Wedding Planner,Indefinido,"Ady Putra,Fadlan Hazim,Mira Filzah,Nazeera Sardi,Shima Anuar",Indefinido,2019-05-08,2015,TV-14,1 seasons,"International TV Shows, Romantic TV Shows, TV Dramas",A wedding planner and an ex-Marine both have been unlucky in love. But a chance meeting and a spat over a parking space soon change all that.
3167,TV series,Cinta Teruna Kimchi,BB Sasore,"Johan Asari,Nazim Othman,Niena Baharun,Nur Risteena",Indefinido,2019-05-08,2016,TV-PG,1 seasons,"International TV Shows, TV Dramas","When a young man determines to discover his fathers true identity, he faces unexpected realizations that shake his sense of self."
3168,movie,Hostage House,Pascal Amanfo,"Emily Sweet,Jennifer Taylor,Julia Terranova,Justin Schilling,Patrick Cronen",Indefinido,2021-07-27,2021,TV-14,86 minutes,Thrillers,"A realtor and her daughter get taken captive by two fugitive criminals during an open house, forcing her to find creative ways to ensure their survival."
3169,TV series,Secret of Success,Indefinido,"Bernard Shen Jun,Jack Tan,Orange Tan,Rain Shuaiyu,Rickman Chia",Indefinido,2019-05-08,2015,TV-14,1 seasons,"International TV Shows, Romantic TV Shows, TV Comedies",An aspiring actor uses a magical book to transport himself inside the movies he had always dreamed of starring in – but not without consequences.
317,TV series,Zindagi in Short,Hsu Fu-chun,Indefinido,India,2021-02-22,2020,TV-MA,1 seasons,"International TV Shows, TV Dramas","Complicated marriages, digital romances, domestic dilemmas and schoolyard bullies get the spotlight in these seven, slice-of-life short films."
3170,TV series,The Missing Menu,Noah Baumbach,"Frederick Lee,Janelle Chin,Jeffrey Cheng,Jojo Goh,Karena Teo",Indefinido,2019-05-08,2016,TV-PG,1 seasons,"International TV Shows, TV Dramas",A single mom and skilled chef yearns for her children to settle down and offers them life lessons through the special dishes she creates.
3171,TV series,Unchained Fate,Atsuko Ishizuka,"Jack Tan,Kopi Lim Guo Wei,Lenna Lim,Rabbit Chen,Rickman Chia",Indefinido,2019-05-08,2016,TV-14,1 seasons,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","A young trio aims to protect the world from evil, armed with magic crystals that allow them to control time, commune with spirits, and more."
3172,TV series,Abyss,Eric Aghimien,"Ahn Hyo-seop,Han So-hee,Lee Si-eon,Lee Sung-jae,Park Bo-young",South Korea,2019-05-07,2019,TV-14,1 seasons,"Crime TV Shows, International TV Shows, Korean TV Shows","After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize."
3173,TV series,I Have a Script,Indefinido,"Fatima Al Safi,Shujoon,Souad Abdullah",Indefinido,2019-05-07,2019,TV-14,1 seasons,"International TV Shows, TV Comedies, TV Dramas","After the death of a loved one, a woman decides to pursue her passion for writing by penning television scripts."
3174,TV series,In the Bosom of a Thorn,Indefinido,"Elham Al Fadalah,Ibrahim Al-Harbi,Khaled Al-Buraiki,Layla Abdullah,Noor Alghandour",Kuwait,2019-05-07,2019,TV-14,1 seasons,"International TV Shows, TV Dramas","After the invasion of Kuwait, a woman’s infant daughter is taken from her. Now, her daughter looks to make her way back home years later."
3175,TV series,The Writer,Michel Tikhomiroff,"Bassel Khayyat,Daniella Rahme,Gabriel Yammine,Nada Abou Farhat,Nicolas Daniel",Lebanon,2019-05-07,2019,TV-14,1 seasons,"Crime TV Shows, International TV Shows, TV Dramas","When accused of a murder eerily parallel to a plot in his novel, a best-selling crime writer must navigate a web of hidden enemies."
3176,TV series,What If?,"Robert Kenner, Taki Oldham","Ali Al-Husseini,Aseel Omran,Khaled Ameen,Monther Rayahnah,Rawan Mahdi",Indefinido,2019-05-07,2019,TV-14,1 seasons,"International TV Shows, TV Dramas","Four individuals at a crossroads in life are given the chance to take both paths, and decide which road is best for them."
3177,movie,Last Breath,Indefinido,Indefinido,"United Kingdom, Belgium, Sweden",2019-05-06,2019,TV-MA,86 minutes,"Documentaries, International Movies","A commercial diver becomes trapped on the ocean floor with dwindling oxygen and little hope of a timely rescue, so he tries to save himself."
3178,movie,The Wandering Earth,Indefinido,"Chuxiao Qu,Jing Wu,Jinmai Zhao,Li Guangjie,Ng Man-Tat",China,2019-05-06,2019,TV-MA,125 minutes,"International Movies, Sci-Fi & Fantasy",A looming collision with Jupiter threatens Earth as humans search for a new star. The planets fate now lies in the hands of a few unexpected heroes.
3179,TV series,How to Sell Drugs Online (Fast),Omoni Oboli,"Damian Hardung,Danilo Kamperidis,Lena Klenke,Leonie Wesselow,Maximilian Mundt",Germany,2021-07-27,2021,TV-MA,3 seasons,"Crime TV Shows, International TV Shows, TV Comedies","To win back his ex-girlfriend, a nerdy teen starts selling ecstasy online out of his bedroom – and becomes one of Europes biggest dealers."
318,movie,The Conjuring,Kristine Stolakis,"Lili Taylor,Patrick Wilson,Ron Livingston,Shanley Caswell,Vera Farmiga",United States,2021-02-21,2013,R,112 minutes,"Horror Movies, Thrillers","When a family starts experiencing supernatural terrors after moving into a Rhode Island farmhouse, they seek the help of a pair of noted demonologists."
3180,movie,All In My Family,Omoni Oboli,Indefinido,United States,2019-05-03,2019,TV-14,40 minutes,"Documentaries, LGBTQ Movies","After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese familys process of acceptance."
3181,TV series,Crime Diaries: Night Out,John Schultz,"Enrique Carriazo,Fabiana Medina,Julián Román,Laura Osma,Sebastián Osorio",Mexico,2019-05-03,2019,TV-MA,1 seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","After going to a Halloween party, college student Luis Andrés Colmenares is found dead. Was it an accident or murder? Inspired by true events."
3182,TV series,Cupcake & Dino - General Services,Indefinido,"Joris Jarksy,Justin Collette,Kyle Dooley,Mark Forward,Mark Little","Canada, Brazil",2019-05-03,2019,TV-Y7,2 seasons,"Kids TV, TV Comedies",An enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city.
3183,movie,Despite Everything,Indefinido,"Amaia Salamanca,Belén Cuesta,Blanca Suárez,Macarena García,Maxi Iglesias",Spain,2019-05-03,2019,TV-MA,79 minutes,"Comedies, International Movies, Romantic Movies","After their mothers death, four sisters learn a shocking family secret and embark on an adventure to discover the truth about their genealogy."
3184,movie,"Extremely Wicked, Shockingly Evil and Vile",Indefinido,"Angela Sarafyan,Jeffrey Donovan,Kaya Scodelario,Lily Collins,Zac Efron",United States,2019-05-03,2019,R,110 minutes,"Dramas, Independent Movies",Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.
3185,TV series,Flinch,Indefinido,"Desiree Burch,Lloyd Griffith,Seann Walsh",United Kingdom,2019-05-03,2019,TV-PG,1 seasons,Reality TV,"Harrowing and hilarious tests await the brave and foolhardy, as well as the judges, in this comedy game show. If they flinch, they feel the pain."
3186,movie,Jo Pil-ho: The Dawning Rage,Indefinido,"Jeon So-nee,Lee Sun-kyun,Park Byung-eun,Park Hae-joon,Song Young-chang",South Korea,2019-05-03,2018,TV-MA,128 minutes,"Dramas, International Movies, Thrillers","On the run from a dogged internal affairs agent, a corrupt cop reluctantly teams up with a defiant teen to unravel a conspiracy – before its too late."
3187,movie,The Last Summer,Linda Mendoza,"Halston Sage,Jacob Latimore,K.J. Apa,Maia Mitchell,Tyler Posey",United States,2019-05-03,2019,TV-14,110 minutes,"Comedies, Romantic Movies","Teens from a Chicago high school grapple with their dreams, relationships and identities in a transformative summer before they leave for college."
3188,TV series,Tuca & Bertie,Indefinido,"Ali Wong,Nicole Byer,Richard E. Grant,Steven Yeun,Tiffany Haddish",United States,2019-05-03,2019,TV-MA,1 seasons,TV Comedies,Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends – and birds – who guide each other through lifes ups and downs.
3189,movie,Laatu,Michelle Johnston,"Aditi Sharma,Anita Devgan,Gagan Kokri,Karamjit Anmol,Sardar Sohi",India,2019-05-02,2018,TV-PG,116 minutes,"Comedies, Dramas, International Movies",A man who hopes to bring light to his village must compete with an officer from the electricity department to win over the love of his life.
319,movie,The Conjuring 2,"Eva Müller, Michael Schmitt","Frances OConnor,Lauren Esposito,Madison Wolfe,Patrick Wilson,Vera Farmiga","Canada, United States, United Kingdom",2021-02-21,2016,R,134 minutes,Horror Movies,"After her daughter unwittingly releases a malevolent spirit in their house in London, a woman enlists the Warrens help to confront the evil presence."
3190,TV series,Mighty Express,Vijay Kumar Arora,"Dylan Shombing,Jay Hatton,Meesha Contreras,Tyler Nathan,Zoe Hatz","United States, Canada",2021-07-27,2021,TV-Y,4 seasons,Kids TV,Catch a ride with the Mighty Express — a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!
3191,movie,Olympus Has Fallen,Matt Shakman,"Aaron Eckhart,Dylan McDermott,Finley Jacobsen,Gerard Butler,Morgan Freeman",United States,2019-05-02,2013,R,119 minutes,Action & Adventure,A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.
3192,TV series,Code Geass: Lelouch of the Rebellion,Mikhail Red,"Ami Koshimizu,Jun Fukuyama,Kaori Nazuka,Takahiro Sakurai,Yukana",Japan,2019-05-01,2008,TV-MA,2 seasons,"Anime Series, International TV Shows",A high-schooler whos granted powers to make anyone instantly obedient dons a mask to lead Japans rebellion against a long-invading Britannia.
3193,movie,John & Yoko: Above Us Only Sky,Indefinido,"John Lennon,Yoko Ono",United Kingdom,2019-05-01,2018,TV-MA,90 minutes,"Documentaries, Music & Musicals","Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”"
3194,movie,Knock Down The House,Pankaj Batra,Alexandria Ocasio-Cortez,United States,2019-05-01,2019,PG,88 minutes,Documentaries,Go behind the scenes as four determined women – including Alexandria Ocasio-Cortez – challenge big-money politicians in the 2018 race for Congress.
3195,movie,Munafik 2,Serge Ou,"Fizz Fairuz,Maya Karin,Nasir Bilal Khan,Rahim Razali,Syamsul Yusof",Malaysia,2019-05-01,2018,TV-MA,104 minutes,"Horror Movies, International Movies","Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader."
3196,movie,Sur Sapata,Navaniat Singh,"Anand Ingale,Bharat Ganeshpure,Govind Namdeo,Sanjay Jadhav,Upendra Limaye",India,2019-05-01,2019,TV-14,140 minutes,"Comedies, Dramas, International Movies",A group of small-town students goes for glory by competing in a statewide kabaddi tournament 25 years after their schools championship victory.
3197,movie,A Home with A View,Indefinido,"Anita Yuen,Francis Chun-Yu Ng,Jocelyn Choi,Louis Koo,Tat-Ming Cheung",Hong Kong,2019-04-30,2019,TV-MA,92 minutes,"Comedies, International Movies","When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down."
3198,TV series,Angel N Devil,Gaurav Bavdankar,"Cosmos Lin,Simon Lian,Sylvia Wang,Teddy Chen,Ting Liu",Taiwan,2019-04-30,2014,TV-14,1 seasons,"International TV Shows, TV Action & Adventure, TV Comedies","In a world known as the Copper Dimension, a group of high-school girls fights against dark forces – and their own inner demons."
3199,movie,Anthony Jeselnik: Fire in the Maternity Ward,Jagdeep Sidhu,Anthony Jeselnik,United States,2019-04-30,2019,TV-MA,64 minutes,Stand-Up Comedy,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others cant in this stand-up special shot in New York."
32,TV series,Bakugan: Geogan Rising,Indefinido,"Deven Christian Mack,Jaimee Joe Gonzaga,Jonah Wineberg,Margarita Valderrama,Sharjil Rasool",Indefinido,2021-04-16,2021,TV-Y7,1 seasons,"Anime Series, Kids TV","The Awesome Brawlers band together to fight off a powerful enemy determined to break the bond between Earth and Vestroia, the Bakugans home planet."
320,TV series,Vincenzo,Indefinido,"Jeon Yeo-been,Kim Yeo-jin,Ok Taec-yeon,Song Joong-ki,Yoo Jae-myung",South Korea,2021-02-21,2021,TV-14,1 seasons,"International TV Shows, TV Comedies, TV Dramas","During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice."
3200,TV series,Hong Kong West Side Stories,Indefinido,"Brian Chan,Justin Cheung,Louis Cheung,Myolie Wu,Raymond Chiu",Hong Kong,2019-04-30,2018,TV-MA,1 seasons,"International TV Shows, TV Comedies, TV Dramas","The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit."
3201,movie,Mimi,Tanawat Aiemjinda,"Kriti Sanon,Manoj Pahwa,Pankaj Tripathi,Sai Tamhankar,Supriya Pathak",Indefinido,2021-07-27,2021,TV-14,132 minutes,"Comedies, Dramas, International Movies","An aspiring actress in a small town agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes unexpected turns."
3202,TV series,Ingress: The Animation,Mukesh Vohra,"Kohsuke Toriumi,Reina Ueda,Shigeo Kiyama,Tarusuke Shingaki,Yoshiki Nakajima",Japan,2019-04-30,2018,TV-MA,1 seasons,"Anime Series, Crime TV Shows, International TV Shows","After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power."
3203,TV series,K.O. One Re-act,"Syrine Boulanouar, Nekfeu","Jiro Wang,Pets Tseng,Sam Lin,Sylvia Wang,Wes Lo",Indefinido,2019-04-30,2013,TV-14,1 seasons,"International TV Shows, TV Comedies, TV Dramas","As a guardian of space-time order, 28-year-old Wang Dadong returns to Bale High School to investigate an anomaly and clashes with King."
