id_show_catalog,title_show,rating,listed_in,duration,duration_type_id
3054,Black Spot,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",2,2
3055,DJ Cinderella,TV-PG,"Children & Family Movies, Comedies",95,1
3056,El desconocido,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2,2
3057,Flower Girl,TV-PG,"Comedies, International Movies, Romantic Movies",94,1
3058,Girlfriends Guide to Divorce,TV-MA,"TV Comedies, TV Dramas",5,2
3059,Leila,TV-MA,"British TV Shows, International TV Shows, TV Dramas",1,2
3060,Marlon,TV-14,TV Comedies,2,2
3061,Marvels Jessica Jones,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas",3,2
3062,Murder Mystery,PG-13,Comedies,98,1
3063,Yankee,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1,2
3064,Jinn,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",1,2
3065,Oprah Presents When They See Us Now,TV-PG,Documentaries,61,1
3066,The 3rd Eye 2,TV-MA,"Horror Movies, International Movies",117,1
3067,Jo Koy: Comin In Hot,TV-MA,Stand-Up Comedy,60,1
3068,Resort to Love,TV-14,"Comedies, Romantic Movies",102,1
3069,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,TV-MA,"Documentaries, Music & Musicals",142,1
3070,Upin & Ipin,TV-Y,Kids TV,1,2
3071,Belmonte,TV-MA,"Dramas, Independent Movies, International Movies",74,1
3072,Designated Survivor,TV-MA,"Crime TV Shows, TV Dramas, TV Thrillers",3,2
3073,Elisa & Marcela,TV-MA,"Dramas, International Movies, LGBTQ Movies",119,1
3074,I Am Mother,TV-PG,"International Movies, Sci-Fi & Fantasy, Thrillers",114,1
3075,Luka Chuppi,TV-PG,"Comedies, International Movies, Romantic Movies",125,1
3076,Pachamama,PG,Children & Family Movies,71,1
3077,Rock My Heart,TV-PG,"Children & Family Movies, Dramas, International Movies",110,1
3078,Stree,TV-MA,"Comedies, Horror Movies, Independent Movies",127,1
3079,Transformers: War for Cybertron: Kingdom,TV-Y7,Anime Series,1,2
3080,Super Monsters Monster Pets,TV-Y,Kids TV,1,2
3081,Tales of the City,TV-MA,TV Dramas,1,2
3082,The Black Godfather,TV-MA,"Documentaries, Music & Musicals",118,1
3083,Alles ist gut,TV-MA,"Dramas, International Movies",90,1
3084,A Silent Voice,TV-14,"Anime Features, International Movies",130,1
3085,Black Mirror,TV-MA,"British TV Shows, International TV Shows, TV Dramas",5,2
3086,Cosmos Laundromat: First Cycle,TV-MA,"Dramas, International Movies, Sci-Fi & Fantasy",12,1
3087,Miranda Sings Live…Your Welcome,TV-14,Stand-Up Comedy,62,1
3088,Silent,TV-Y,"Children & Family Movies, Sci-Fi & Fantasy",3,1
3089,Documentary Now!,TV-14,TV Comedies,3,2
3090,Bartkowiak,TV-MA,"Action & Adventure, International Movies",92,1
3091,Malibu Rescue: The Series,TV-G,"Kids TV, TV Action & Adventure, TV Comedies",1,2
3092,Arthdal Chronicles,TV-MA,"International TV Shows, Korean TV Shows, TV Action & Adventure",1,2
3093,Krutant,TV-14,"Dramas, International Movies",114,1
3094,A Thousand Goodnights,TV-14,"International TV Shows, TV Dramas",1,2
3095,III Smoking Barrels,TV-MA,"Dramas, Independent Movies, International Movies",128,1
3096,March Comes in Like a Lion,TV-14,"Anime Series, International TV Shows, Teen TV Shows",2,2
3097,"Oh, Ramona!",TV-MA,"Comedies, International Movies",109,1
3098,We Are Legends,TV-14,"Action & Adventure, International Movies, Sports Movies",109,1
3099,Bad Blood,TV-MA,"Crime TV Shows, TV Dramas",2,2
3100,Chopsticks,TV-MA,"Comedies, Dramas, Independent Movies",101,1
3101,Fantastic Fungi,TV-14,Documentaries,81,1
3102,Killer Ratings,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",1,2
3103,Mere Pyare Prime Minister,TV-MA,"Dramas, International Movies",103,1
3104,Pegasus,TV-MA,"Comedies, Dramas, International Movies",98,1
3105,When They See Us,TV-MA,"Crime TV Shows, TV Dramas",1,2
3106,Svaha: The Sixth Finger,TV-MA,"International Movies, Thrillers",123,1
3107,Historical Roasts,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",1,2
3108,After Maria,TV-PG,Documentaries,38,1
3109,Hyper HardBoiled Gourmet Report,TV-MA,"Docuseries, International TV Shows",1,2
3110,Joy,TV-MA,"Dramas, Independent Movies, International Movies",101,1
3111,Rim of the World,TV-14,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",99,1
3112,Angry Birds,TV-Y7,"Kids TV, TV Comedies",1,2
3113,Tattoo Redo,TV-MA,Reality TV,1,2
3114,Shes Gotta Have It,TV-MA,"Romantic TV Shows, TV Comedies, TV Dramas",2,2
3115,The Perfection,TV-MA,"Horror Movies, LGBTQ Movies, Music & Musicals",91,1
3116,WHAT / IF,TV-MA,"TV Dramas, TV Thrillers",1,2
3117,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,TV-MA,"Comedies, Music & Musicals, Sports Movies",30,1
3118,A Tale of Two Kitchens,TV-PG,"Documentaries, International Movies",30,1
3119,The Man Who Feels No Pain,TV-14,"Action & Adventure, Comedies, International Movies",137,1
3120,Wanda Sykes: Not Normal,TV-MA,Stand-Up Comedy,66,1
3121,Prince of Peoria,TV-G,"Kids TV, TV Comedies",2,2
3122,Rosario Tijeras,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2,2
3123,1994,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",1,2
3124,The Flash,TV-14,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",7,2
3125,Born in Gaza,TV-14,"Documentaries, International Movies",70,1
3126,Born in Syria,TV-14,"Documentaries, International Movies",87,1
3127,Dying to Tell,TV-MA,"Documentaries, International Movies",88,1
3128,Its Bruno!,TV-MA,TV Comedies,1,2
3129,Maria,TV-MA,"Action & Adventure, International Movies",90,1
3130,ReMastered: The Lions Share,TV-14,"Documentaries, Music & Musicals",84,1
3131,Saverio Raimondo: Il Satiro Parlante,TV-MA,Stand-Up Comedy,53,1
3132,See You Yesterday,TV-MA,"Dramas, Sci-Fi & Fantasy, Thrillers",87,1
3133,White Gold,TV-MA,"British TV Shows, International TV Shows, TV Comedies",2,2
3134,Good Sam,TV-PG,"Children & Family Movies, Dramas",90,1
3135,The Snitch Cartel: Origins,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1,2
3136,Jonaki,TV-MA,"Dramas, Independent Movies, International Movies",96,1
3137,PATRICK (2019),TV-PG,"Children & Family Movies, Comedies",94,1
3138,Dennis and Gnasher Unleashed,TV-Y,"British TV Shows, Kids TV, TV Comedies",1,2
3139,Hamid,TV-MA,"Dramas, Independent Movies, International Movies",108,1
3140,"Heidi, bienvenida a casa",TV-Y,"Kids TV, Spanish-Language TV Shows",1,2
3141,I Hear You,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",1,2
3142,Backdraft 2,R,"Action & Adventure, Dramas",102,1
3143,Revisions,TV-14,"Anime Series, International TV Shows",1,2
3144,Still LAUGH-IN: The Stars Celebrate,TV-MA,Comedies,61,1
3145,Weed the People,TV-MA,Documentaries,94,1
3146,All American,TV-14,"TV Dramas, Teen TV Shows",3,2
3147,Malibu Rescue,TV-G,"Children & Family Movies, Comedies",70,1
3148,Merata: How Mum Decolonised the Screen,TV-14,Documentaries,88,1
3149,The Defected,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",1,2
3150,Dry Martina,TV-MA,"Dramas, Independent Movies, International Movies",100,1
3151,Shéhérazade,TV-MA,"Dramas, Independent Movies, International Movies",111,1
3152,The Great Magician,TV-14,"Action & Adventure, Comedies, Dramas",128,1
3153,Easy,TV-MA,"TV Comedies, TV Dramas",3,2
3154,In Family I Trust,TV-MA,"Comedies, Dramas, International Movies",98,1
3155,Jailbirds,TV-MA,"Docuseries, Reality TV",1,2
3156,The Mechanism,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",2,2
3157,Department,TV-MA,"Action & Adventure, International Movies",143,1
3158,The Princess Weiyoung,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",1,2
3159,The Society,TV-MA,"TV Dramas, Teen TV Shows",1,2
3160,Wine Country,R,Comedies,104,1
3161,Gatao 2: Rise of the King,TV-MA,"Action & Adventure, Dramas, International Movies",126,1
3162,Away From Home,TV-PG,"International TV Shows, TV Dramas",1,2
3163,Bibik-Bibikku,TV-PG,"International TV Shows, TV Comedies",1,2
3164,Cinta 100KG,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",1,2
3165,Cinta Iris,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas",1,2
3166,Cinta Si Wedding Planner,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",1,2
3167,Cinta Teruna Kimchi,TV-PG,"International TV Shows, TV Dramas",1,2
3168,Hostage House,TV-14,Thrillers,86,1
3169,Secret of Success,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",1,2
3170,The Missing Menu,TV-PG,"International TV Shows, TV Dramas",1,2
3171,Unchained Fate,TV-14,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",1,2
3172,Abyss,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows",1,2
3173,I Have a Script,TV-14,"International TV Shows, TV Comedies, TV Dramas",1,2
3174,In the Bosom of a Thorn,TV-14,"International TV Shows, TV Dramas",1,2
3175,The Writer,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",1,2
3176,What If?,TV-14,"International TV Shows, TV Dramas",1,2
3177,Last Breath,TV-MA,"Documentaries, International Movies",86,1
3178,The Wandering Earth,TV-MA,"International Movies, Sci-Fi & Fantasy",125,1
3179,How to Sell Drugs Online (Fast),TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",3,2
3180,All In My Family,TV-14,"Documentaries, LGBTQ Movies",40,1
3181,Crime Diaries: Night Out,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1,2
3182,Cupcake & Dino - General Services,TV-Y7,"Kids TV, TV Comedies",2,2
3183,Despite Everything,TV-MA,"Comedies, International Movies, Romantic Movies",79,1
3184,"Extremely Wicked, Shockingly Evil and Vile",R,"Dramas, Independent Movies",110,1
3185,Flinch,TV-PG,Reality TV,1,2
3186,Jo Pil-ho: The Dawning Rage,TV-MA,"Dramas, International Movies, Thrillers",128,1
3187,The Last Summer,TV-14,"Comedies, Romantic Movies",110,1
3188,Tuca & Bertie,TV-MA,TV Comedies,1,2
3189,Laatu,TV-PG,"Comedies, Dramas, International Movies",116,1
3190,Mighty Express,TV-Y,Kids TV,4,2
3191,Olympus Has Fallen,R,Action & Adventure,119,1
3192,Code Geass: Lelouch of the Rebellion,TV-MA,"Anime Series, International TV Shows",2,2
3193,John & Yoko: Above Us Only Sky,TV-MA,"Documentaries, Music & Musicals",90,1
3194,Knock Down The House,PG,Documentaries,88,1
3195,Munafik 2,TV-MA,"Horror Movies, International Movies",104,1
3196,Sur Sapata,TV-14,"Comedies, Dramas, International Movies",140,1
3197,A Home with A View,TV-MA,"Comedies, International Movies",92,1
3198,Angel N Devil,TV-14,"International TV Shows, TV Action & Adventure, TV Comedies",1,2
3199,Anthony Jeselnik: Fire in the Maternity Ward,TV-MA,Stand-Up Comedy,64,1
3200,Hong Kong West Side Stories,TV-MA,"International TV Shows, TV Comedies, TV Dramas",1,2
3201,Mimi,TV-14,"Comedies, Dramas, International Movies",132,1
3202,Ingress: The Animation,TV-MA,"Anime Series, Crime TV Shows, International TV Shows",1,2
3203,K.O. One Re-act,TV-14,"International TV Shows, TV Comedies, TV Dramas",1,2
3204,K.O.3an Guo,TV-14,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",1,2
3205,KO One Return,TV-MA,"International TV Shows, TV Comedies, TV Dramas",1,2
3206,The Outsiders,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows",1,2
3207,Ash vs. Evil Dead,TV-MA,"TV Action & Adventure, TV Comedies, TV Horror",3,2
3208,Teen Aur Aadha,TV-MA,"Dramas, Independent Movies, International Movies",119,1
3209,Señora Acero,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",5,2
3210,Chambers,TV-MA,"TV Horror, TV Mysteries, Teen TV Shows",1,2
3211,Loving is Losing,TV-MA,"Comedies, International Movies, Romantic Movies",91,1
3212,Plastic Cup Boyz: Laughing My Mask Off!,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",1,2
3213,Money Trap,TV-MA,"Comedies, Dramas, International Movies",122,1
3214,Njan Prakashan,TV-PG,"Comedies, Dramas, International Movies",125,1
3215,ReMastered: Devil at the Crossroads,TV-14,"Documentaries, Music & Musicals",49,1
3216,Street Food,TV-PG,Docuseries,1,2
3217,The Hateful Eight: Extended Version,R,TV Shows,1,2
3218,A Fortunate Man,TV-MA,"Dramas, International Movies",168,1
3219,Grass Is Greener,TV-MA,"Documentaries, Music & Musicals",98,1
3220,Brené Brown: The Call to Courage,TV-14,Documentaries,77,1
3221,KO One,TV-MA,"International TV Shows, TV Action & Adventure, TV Comedies",1,2
3222,Lunatics,TV-MA,"International TV Shows, TV Comedies",1,2
3223,Birth of the Dragon,PG-13,"Action & Adventure, Dramas",96,1
3224,The Operative,TV-MA,"Dramas, International Movies, Thrillers",117,1
3225,Music Teacher,TV-14,"Dramas, Independent Movies, International Movies",102,1
3226,My Dear Boy,TV-MA,"International TV Shows, Romantic TV Shows",1,2
3227,Rilakkuma and Kaoru,TV-PG,"Anime Series, International TV Shows",1,2
3228,Samantha!,TV-MA,"International TV Shows, TV Comedies",2,2
3229,Someone Great,R,"Comedies, Romantic Movies",92,1
3230,The Ruthless,TV-MA,"Dramas, International Movies",111,1
3231,A Little Chaos,R,"Dramas, Independent Movies, International Movies",113,1
3232,Franco Escamilla: Bienvenido al mundo,TV-MA,Stand-Up Comedy,54,1
3233,HOMECOMING: A film by Beyoncé,TV-MA,"Documentaries, Music & Musicals",138,1
3234,About Time,R,"Comedies, Dramas, International Movies",123,1
3235,The Walking Dead,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Dramas",10,2
3236,Super Monsters Furever Friends,TV-Y,Children & Family Movies,59,1
3237,Bollywood Calling,TV-MA,"Comedies, Dramas, International Movies",102,1
3238,Ek Khiladi Ek Haseena,TV-14,"International Movies, Music & Musicals, Thrillers",141,1
3239,Generation Iron 3,TV-MA,"Documentaries, Sports Movies",95,1
3240,Hazaaron Khwaishein Aisi,TV-MA,"Dramas, International Movies, Romantic Movies",111,1
3241,Jhankaar Beats,TV-14,"Comedies, International Movies, Music & Musicals",131,1
3242,Mumbai Matinee,TV-14,"Comedies, International Movies, Romantic Movies",116,1
3243,Rainbow Jelly,TV-14,"Dramas, International Movies, Sci-Fi & Fantasy",119,1
3244,Shabd,TV-14,"Dramas, International Movies, Romantic Movies",146,1
3245,Shortcut Safari,TV-PG,"Action & Adventure, Comedies, Dramas",101,1
3246,Wynonna Earp,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",4,2
3247,Thriller,TV-MA,Horror Movies,87,1
3248,Crazy Ex-Girlfriend,TV-MA,"Romantic TV Shows, TV Comedies",4,2
3249,Who Would You Take to a Deserted Island?,TV-MA,"Dramas, International Movies",94,1
3250,Dabbe 5: Zehr-i Cin,TV-MA,"Horror Movies, International Movies",133,1
3251,Dabbe: The Possession,TV-MA,"Horror Movies, International Movies",135,1
3252,Francesco De Carlo: Cose di Questo Mondo,TV-MA,Stand-Up Comedy,61,1
3253,Huge in France,TV-MA,TV Comedies,1,2
3254,The Perfect Date,TV-14,"Comedies, Romantic Movies",91,1
3255,New Girl,TV-14,"Romantic TV Shows, TV Comedies",7,2
3256,Persona,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas",1,2
3257,Django Unchained,R,"Action & Adventure, Dramas",165,1
3258,Liss Pereira: Reteniendo líquidos,TV-14,Stand-Up Comedy,59,1
3259,The Silence,PG-13,"Horror Movies, Thrillers",91,1
3260,You vs. Wild,TV-PG,"Kids TV, Reality TV, Science & Nature TV",1,2
3261,Sarvam Thaala Mayam (Telugu Version),TV-14,"Dramas, International Movies, Music & Musicals",131,1
3262,Petta (Telugu Version),TV-14,"Action & Adventure, Comedies, Dramas",170,1
3263,Time: The Kalief Browder Story,TV-MA,Docuseries,1,2
3264,Alien Warfare,TV-MA,"Action & Adventure, Sci-Fi & Fantasy",88,1
3265,Derek,TV-MA,"British TV Shows, International TV Shows, TV Comedies",3,2
3266,Imposters,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",2,2
3267,Our Planet,TV-PG,"Docuseries, Science & Nature TV",1,2
3268,A Second Chance:  Rivals!,PG,"Children & Family Movies, Sports Movies",91,1
3269,Petta,TV-14,"Action & Adventure, Comedies, Dramas",170,1
3270,Quicksand,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",1,2
3271,Rimba Racer,TV-PG,Kids TV,1,2
3272,Roman Empire: Reign of Blood,TV-MA,Docuseries,3,2
3273,Spirit: Riding Free,TV-Y7,Kids TV,8,2
3274,Tijuana,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1,2
3275,Unicorn Store,TV-14,"Comedies, Dramas, Independent Movies",92,1
3276,Possessed,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows",1,2
3277,Ricardo Quevedo: Los amargados somos más,TV-MA,Stand-Up Comedy,59,1
3278,Suzzanna: Buried Alive,TV-MA,"Horror Movies, International Movies",126,1
3279,African America,TV-MA,"Dramas, Independent Movies, International Movies",97,1
3280,Tango,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",1,2
3281,Ek Ladki Ko Dekha Toh Aisa Laga,TV-14,"Comedies, Dramas, International Movies",120,1
3282,Jagat,TV-MA,"Dramas, International Movies",76,1
3283,Kevin Hart: Irresponsible,TV-MA,Stand-Up Comedy,60,1
3284,Kicko & Super Speedo,TV-Y7,"Kids TV, TV Comedies",1,2
3285,Love O2O,TV-14,"International Movies, Romantic Movies, Sci-Fi & Fantasy",103,1
3286,Pinky Memsaab,TV-MA,"Dramas, Independent Movies, International Movies",124,1
3287,"That Winter, the Wind Blows",TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",1,2
3288,The Trap,TV-MA,Comedies,91,1
3289,Ultraman,TV-14,"Anime Series, International TV Shows",1,2
3290,Bankrolled,TV-MA,"Comedies, International Movies",97,1
3291,Mercy Black,TV-14,Horror Movies,88,1
3292,The Burial of Kojo,TV-14,"Dramas, Independent Movies, International Movies",81,1
3293,Pablo,TV-Y,"British TV Shows, Kids TV",1,2
3294,15 August,TV-14,"Comedies, Dramas, Independent Movies",124,1
3295,Bayonet,TV-MA,"Dramas, International Movies, Sports Movies",102,1
3296,Osmosis,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",1,2
3297,Santa Clarita Diet,TV-MA,"TV Comedies, TV Horror, TV Thrillers",3,2
3298,The Highwaymen,R,Dramas,132,1
3299,The Legend of Cocaine Island,TV-MA,Documentaries,87,1
3300,The Terminal,TV-14,"International TV Shows, TV Dramas",1,2
3301,Blood Red Sky,TV-MA,"Action & Adventure, Horror Movies, International Movies",123,1
3302,Traitors,TV-MA,"British TV Shows, International TV Shows, TV Dramas",1,2
3303,Versailles,TV-MA,"International TV Shows, TV Dramas",3,2
3304,Ainori Love Wagon: Asian Journey,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",2,2
3305,Danur: I Can See Ghosts,TV-MA,"Horror Movies, International Movies",75,1
3306,Verses of Love,TV-PG,"Dramas, International Movies, Romantic Movies",126,1
3307,Nate Bargatze: The Tennessee Kid,TV-PG,Stand-Up Comedy,61,1
3308,Sei,TV-14,"Action & Adventure, Comedies, Dramas",126,1
3309,The Eagle of El-Seeed,TV-14,"Crime TV Shows, International TV Shows, TV Action & Adventure",1,2
3310,Superlopez,TV-MA,"Action & Adventure, Comedies, International Movies",108,1
3311,Oversize Cops,TV-MA,"Action & Adventure, Comedies, International Movies",100,1
3312,Feels Like Ishq,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",1,2
3313,Charlies Colorforms City,TV-Y,Kids TV,1,2
3314,Crime Diaries: The Candidate,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1,2
3315,Delhi Crime,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",1,2
3316,Mirage,TV-MA,"Dramas, International Movies, Sci-Fi & Fantasy",129,1
3317,ReMastered: The Miami Showband Massacre,TV-MA,"Documentaries, Music & Musicals",71,1
3318,The 10 Sins,TV-14,"International TV Shows, TV Dramas",1,2
3319,The Dirt,TV-MA,"Comedies, Dramas, Music & Musicals",108,1
3320,The OA,TV-MA,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",2,2
3321,Antoine Griezmann: The Making of a Legend,TV-PG,"Documentaries, International Movies, Sports Movies",60,1
